Municipio,UF,Post/Coment,Data,Usuario,Comentarios,Emojis,Texto,Unicodes,ComentarioTraduzido,Polaridade,Analise,Subjetividade
Arcos,MG,Comentario,2022-09-02 06:55:15,mouraluanamoura,👏 👏 👏 👏 👏 😍 😍 😍,👏😍,,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f60d', 'U0001f60d', 'U0001f60d']",,1.6,Positivo,0.0
Arcos,MG,Comentario,2022-08-28 15:40:50,sergioaugussto,Não entendi!,,Não entendi!,[],I didn't understand!,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-08-30 09:35:16,g.gouvea97,"Cidade com mais de 30 mil habitantes sem uma UTI , isso é uma vergonha , isso que dá à população votar sempre nos mesmos incompententes.",,"Cidade com mais de 30 mil habitantes sem uma UTI , isso é uma vergonha , isso que dá à população votar sempre nos mesmos incompententes.",[],"City with more than 30 thousand inhabitants without a ICU, this is a shame, which gives the population always to vote for the same incomperent.",0.25,Positivo,0.312
Arcos,MG,Comentario,2022-08-26 11:24:00,babycareoficiall,Grande prazer em estar conversando com as gestantes do Município de Arcos. Estou preparando esse momento com muito amor e carinho. Até quarta-feira Mamães.,,Grande prazer em estar conversando com as gestantes do Município de Arcos. Estou preparando esse momento com muito amor e carinho. Até quarta-feira Mamães.,[],Great pleasure in talking to the pregnant women of the municipality of Arcos. I am preparing this moment with a lot of love and affection. Until Wednesday moms.,0.544,Positivo,0.617
Arcos,MG,Comentario,2022-08-26 12:42:56,laisnayl,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-08-26 16:39:57,paula.martins.96155,Parabéns vc merece!,,Parabéns vc merece!,[],Congratulations you deserve it!,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-08-30 09:38:10,g.gouvea97,"Cidade deveria investir na atenção terciária, que está jogada, um hospital que falta qualificação no atendimento de urgência, sem UTI , vergonha",,"Cidade deveria investir na atenção terciária, que está jogada, um hospital que falta qualificação no atendimento de urgência, sem UTI , vergonha",[],"City should invest in tertiary care, which is played, a hospital that lacks qualification in urgent care, without ICU, shame",0.0,Neutro,0.0
Arcos,MG,Comentario,2022-08-01 20:02:16,cidinha.resende,🙌,🙌,,['U0001f64c'],,0.2,Positivo,0.0
Arcos,MG,Comentario,2022-08-02 22:55:29,camilafalopes,Profissional maravilhosa 😍 🥰,😍🥰,Profissional maravilhosa,"['U0001f60d', 'U0001f970']",Wonderful professional,0.75,Positivo,0.55
Arcos,MG,Comentario,2022-08-02 23:09:07,barbaralima02," Excelente profissional e excelente ser humano , foi uma honra trabalhar com você e é mais honroso ainda continuar te chamando de amiga.. Parabéns e sucesso !",,"Excelente profissional e excelente ser humano , foi uma honra trabalhar com você e é mais honroso ainda continuar te chamando de amiga.. Parabéns e sucesso !",[],"Excellent professional and excellent human being, it was an honor to work with you and it is even more honorable to keep calling you friend .. Congratulations and success!",0.496,Positivo,0.45
Arcos,MG,Comentario,2022-07-29 15:02:26,lorena__loloafr, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:04:46,lorena__loloafr, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:03:48,lorena__loloafr, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:03:35,lorena__loloafr, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:01:31,lorena__loloafr, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:03:19,lorena__loloafr, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:01:57,lorena__loloafr, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:00:44,lorena__loloafr, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:00:29,lorena__loloafr, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:01:05,lorena__loloafr, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:03:01,lorena__loloafr, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:03:41,jessicaascampos, eu quero voar com.  e ,,eu quero voar com. e,[],I want to fly with. and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:56:54,rayonemarques,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 14:54:16,rayonemarques,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 14:57:14,rayonemarques,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 14:31:48,mirianrodriguesarruda,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 15:14:23,mirianrodriguesarruda,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 14:41:49,mirianrodriguesarruda,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 14:38:35,mirianrodriguesarruda,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 14:34:35,mirianrodriguesarruda,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:02:03,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 14:33:28,mirianrodriguesarruda,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:01:43,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:01:08,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:01:53,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 15:48:07,dliliolivreira,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 15:49:26,fonseca.alessandra, Eu Quero Voar Com  e ,,Eu Quero Voar Com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:44:40,renata.neris.988,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:01:26,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 15:59:53,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:00:12,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:00:40,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:00:30,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 14:52:49,jessicaascampos, eu quero voar com.  e ,,eu quero voar com. e,[],I want to fly with. and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:41:49,fabi_bibi2017, EU QUERO VOAR COM  e  👏 👏 👏 🙌 bora la!!!,👏🙌,EU QUERO VOAR COM e bora la!!!,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f64c']",I want to fly with and go there !!!,1.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:45:32,mirianrodriguesarruda,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 14:40:00,mirianrodriguesarruda,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 14:45:11,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:41:40,gra.paixao, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:53:42,mariado5509, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:52:49,mariado5509, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:04:35,jessicaascampos, eu quero voar com.  e ,,eu quero voar com. e,[],I want to fly with. and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:48:54,jessicaascampos, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:04:23,jessicaascampos, eu quero voar com.  e ,,eu quero voar com. e,[],I want to fly with. and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:52:18,jessicaascampos, eu quero voar com.  e ,,eu quero voar com. e,[],I want to fly with. and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:18:44,souzasouzake, EU QUERO VOAR COM  e ,,EU QUERO VOAR COM e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:52:33,jessicaascampos, eu quero voar com.  e ,,eu quero voar com. e,[],I want to fly with. and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:51:13,mariado5509, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:45:40,aninhasilva,EU QUERO VOAR COM ,,EU QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:38:40,lorenamrp, EU QUERO VOAR COM  e ,,EU QUERO VOAR COM e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:38:52,lorenamrp, EU QUERO VOAR COM  e ,,EU QUERO VOAR COM e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:07:12,_nandaf_ap, Eu quero voar com  ,,Eu quero voar com,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:23:30,geraldopereirademoura, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:32:05,eliasfonttes,Eu quero voar com  ,,Eu quero voar com,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:32:58,eliasfonttes,Eu quero voar com  ,,Eu quero voar com,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:45:15,aninhasilva,EU QUERO VOAR COM ,,EU QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:32:26,eliasfonttes,Eu quero voar com  ,,Eu quero voar com,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:04:47,mmaria.clara, EU QUERO VOAR COM  e ,,EU QUERO VOAR COM e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:03:10,johnjorge172, EU QUERO VOAR COM  ,,EU QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:29:43,alan.1304, eu quero voar  ,,eu quero voar,[],I want to fly,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:51:42,saravieira0078, eu quero voar com  e  😍 😍 😍 👏 👏,😍👏,eu quero voar com e,"['U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f44f', 'U0001f44f']",I want to fly with and,1.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:44:34,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:54:39,dliliolivreira,eu wuero voar com@avelartrasportes@prefeiturade arcos,,eu wuero voar com arcos,[],I want to fly with arcs,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:43:46,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:45:31,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:45:23,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:45:41,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:44:59,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:44:47,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:44:19,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:43:31,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:44:01,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:43:15,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:42:40,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:45:56,gigi_sbraga, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:43:00,shirleiteixeira82, EU QUERO VOAR COM  e ,,EU QUERO VOAR COM e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:04:25,karinenayarainacio, EU QUERO VOAR COM  ,,EU QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:31:02,railene23, EU QUERO VOAR COM  e ,,EU QUERO VOAR COM e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:54:12,juliocesar.guimaraes.948, Eu quero voar com ,,Eu quero voar com,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:18:31,isaaramoos, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:18:26,isaaramoos, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:40:07,yasmin_nardy2019, . EU QUERO VOAR COM  e ,,. EU QUERO VOAR COM e,[],. I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:42:03,yasmin_nardy2019, . EU QUERO VOAR COM A  e a  .,,. EU QUERO VOAR COM A e a .,[],. I want to fly with a.,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:45:24,aninhasilva,EU QUERO VOAR COM ,,EU QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:57:00,juliocesark16, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:12:00,stephanie.lopes.m, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:02:33,johnjorge172, EU QUERO VOAR COM  ,,EU QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:59:22,johnjorge172, EU QUERO VOAR COM  ,,EU QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:04:29,johnjorge172, EU QUERO VOAR COM  ,,EU QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:13:48,raquelluizadiniz, eu quero voar com  ,,eu quero voar com,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:38:24,yasmin_nardy2019,EU QUERO VOAR VOM  e a  .,,EU QUERO VOAR VOM e a .,[],I want to fly Vom and a.,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:55:00,silvano_mtb, Eu QUERO VOAR COM  ,,Eu QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:48:53,karina_lramos, EU QUERO VOAR,,EU QUERO VOAR,[],I WANT TO FLY,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:58:17,johnjorge172, EU QUERO VOAR COM  ,,EU QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:56:30,johnjorge172, EU QUERO VOAR COM  ,,EU QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 14:32:42,imaculada.lopes, eu que voar com   ✨,✨,eu que voar com,['u2728'],I fly with,1.0,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:35:32,annakarolynavidal, Eu quero voar com  e ,,Eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:04:22,irisalvescg, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:04:29,irisalvescg, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 15:03:21,irisalvescg, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:02:14,gabiiiolivei,Eu quero voar com  e  ,,Eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:02:21,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:02:21,gabiiiolivei,Eu quero voar com  e  ,,Eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:02:29,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:02:30,gabiiiolivei, Eu quero voar com  e ,,Eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:02:40,gabiiiolivei, Eu quero voar com  e ,,Eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:02:56,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:03:29,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:03:39,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:04:22,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:04:30,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:05:01,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:05:22,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:05:33,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:05:46,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:05:59,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:06:43,biancacarlarg, ,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:07:35,sebastiao_lou, eu quero voar com.  e ,,eu quero voar com. e,[],I want to fly with. and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:09:58,daniell_santanna, EU QUERO VOAR com  e ,,EU QUERO VOAR com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:11:42,biancacarlarg, Eu quero voar com  e  🚁,🚁,Eu quero voar com e,['U0001f681'],I want to fly with and,0.7,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:13:15,biancacarlarg,🚁 🚁 🚁,🚁,,"['U0001f681', 'U0001f681', 'U0001f681']",,-0.3,Negativo,0.0
Arcos,MG,Comentario,2022-07-29 16:13:29,carloscardoso.br, eu que quero voar com  e ,,eu que quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:15:34,jessicacristeixeira, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:17:29,rosangelargg, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:17:46,marciaceciliaborges, eu quero voar com  ,,eu quero voar com,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:25:10,oportunidadesarcosformigamg, EU QUERO VOAR COM  e ,,EU QUERO VOAR COM e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:30:04,marianajfreitas_, eu quero voar com  e ,,eu quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:35:05,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:35:17,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:35:27,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:35:44,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:36:00,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:36:15,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:36:24,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:36:30,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:36:48,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:37:07,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:37:46,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:37:58,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:38:14,mirianrodriguesarruda,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:39:03,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:39:05,luis_antocosta,EU QUERO VOAR COM  e ,,EU QUERO VOAR COM e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:39:12,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:39:13,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:39:19,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:39:26,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:39:38,stephanie.lopes.m,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:39:52,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:40:00,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:40:06,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:40:16,mirianrodriguesarruda, EU QUERO VOAR COM  e ,,EU QUERO VOAR COM e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:40:19,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:40:27,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:40:36,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:42:04,christian.teixeira.06, EU QUERO VOAR COM  e ,,EU QUERO VOAR COM e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:43:47,rayonemarques,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:46:07,rayonemarques, EU QUERO VOAR COM   ,,EU QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:48:03,rayonemarques,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:49:17,naiara_rubia, quero voar com  e ,,quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:49:24,rayonemarques, QUERO VOAR COM@prefeituradearcos ,,QUERO VOAR COM,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:50:31,rayonemarques, quero voar com  e ,,quero voar com e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:50:59,jaciara.rocha.venancio, EU QUERO VOAR COM  e ,,EU QUERO VOAR COM e,[],I want to fly with and,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:51:17,elza.moraes.71,Eu quero voar com o ,,Eu quero voar com o,[],I want to fly with the,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:52:10,elza.moraes.71,Eu quero voar com ,,Eu quero voar com,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:52:36,elza.moraes.71,Eu quero voar com ,,Eu quero voar com,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:52:56,elza.moraes.71,Eu quero voar com ,,Eu quero voar com,[],I want to fly with,0.8,Positivo,0.9
Arcos,MG,Comentario,2022-07-29 16:56:39,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:56:57,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:57:10,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:57:15,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:57:20,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:57:30,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:57:40,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:57:50,luis_antocosta,,,,[],,0.0,Neutro,0.0
Arcos,MG,Comentario,2022-07-29 16:58:09,luis_antocosta,,,,[],,0.0,Neutro,0.0
