Municipio,UF,Post/Coment,Data,Usuario,Legenda,Comentarios,Likes
Cachoeira do Sul,RS,Post,2022-06-10 14:52:16,prefeituradecachoeiradosul,"⚠️ Oportunidade para estudar de forma gratuita ⚠️

Se você não concluiu o ensino fundamental, ou conhece alguém que não concluiu, presta atenção nessa dica: a rede municipal oferece vagas de EJA em 5 escolas!

📍 Não perca a chance de concluir seus estudos!",,10.0
Cachoeira do Sul,RS,Post,2022-06-10 14:05:21,prefeituradecachoeiradosul,"Casca da noz pecã pode ser a matéria-prima da indústria argentina que virá para Cachoeira

O prefeito José Otávio Germano recebeu nesta quinta-feira (09) a visita do empresário argentino Daniel Heter, proprietário da Maderas de la Mesopotâmia, que deve em breve instalar em Cachoeira do Sul sua primeira indústria brasileira. Atuando na produção de bioenergia através da casca de arroz, em Cachoeira o empreendimento deve ganhar uma nova matéria-prima: a casca da noz pecã, material que atualmente não tem utilização a não ser para cobertura de solo.
Hetel, que foi convidado a vir a Cachoeira do Sul pela Secretária de Indústria e Comércio, Vanessa Csaszar, deve levar uma mostra do produto para a Argentina para fazer os testes necessários para avaliar a energia gerada pelos briquetes originados da casca da noz prensada. “Produzimos uma energia limpa, não é necessário o desmatamento. Usamos subprodutos, que prensados se tornam energia que podem ser utilizados principalmente em caldeiras”, explica o empresário. Em Cachoeira, a indústria deve receber o nome de “Bioenergia de la Mesopotâmia”.
A procura pela área para implementação do investimento começou na manhã desta quinta, quando dois pavilhões foram visitados e um deles já agradou o investidor. Segundo ele, na Argentina ele já possui duas máquinas disponíveis, prontas para vir para Cachoeira do Sul. Cada uma delas tem capacidade de prensar 1500 quilos de briquetes por hora e a indústria deve trabalhar 24 horas por dia. A meta é gerar inicialmente 15 novos empregos, mas com a expectativa de chegar a 50 a 70 novos postos de trabalho.
José Otávio já comunicou ao empresário que a Prefeitura de Cachoeira do Sul se coloca à disposição para auxiliar no pagamento do aluguel do prédio do investimento por um ano. ""A vinda desta indústria abre um pórtico para Cachoeira. Trabalhando bem esta oportunidade, podemos transformar nossa cidade em um polo vocacionado para a geração de energia limpa, pois já sabemos que matéria prima temos aqui. Além da casca de arroz, sabemos agora que a casca da noz tem também este grande potencial"", comemorou o prefeito.",,27.0
Cachoeira do Sul,RS,Post,2022-06-09 01:44:18,prefeituradecachoeiradosul,"Cabeceira de ponte no Bosque cai e trânsito fica interrompido no local

A Secretaria Municipal de Interior precisou interromper o trânsito na ponte sobre o Rio Botucarai, no Bosque, divisa com Candelaria.

De acordo com a secretária Carolina Larrondo, devido às chuvas dos últimos dias e a cheia do rio, a cabeceira da ponte acabou cedendo, deixando vários buracos no local. 

""Passar por essa ponte é muito perigoso e como ela é usada inclusive para a travessia de veículos escolares, decidimos por segurança interromper totalmente o trânsito por ela"", justificou. O local recebeu sinalização alertando sobre o problema.

 A Secretaria de Interior planeja iniciar a recuperação da cabeceira ainda nesta quinta-feira.

Importante

Até o trabalho estar concluído o desvio é pela ERS 287 (passando por Candelaria) ou por Novo Cabrais.",,22.0
Cachoeira do Sul,RS,Post,2022-06-08 18:45:02,prefeituradecachoeiradosul,"Sicredi doa placas para identificação de localidades do interior

O Sicredi Centro Leste fez a entrega de 35 placas confeccionadas com a identificação e indicação de localidades do interior do município. O pedido foi da Secretaria de Agricultura e da Secretaria do Interior para facilitar que as pessoas que transitam pelo interior de Cachoeira possam se localizar. 

As placas são pintadas e foram totalmente custeadas pela Sicredi e a instalação será feita pela equipe da Secretaria do Interior. A iniciativa é uma forma de sinalizar o meio rural e também incentivar o cicloturismo nas estradas do interior, facilitando a localização dos ciclistas. De acordo com o presidente da Sicredi, Paulo Alex Falcão, um a nova remessa de placa será confeccionada para a identificação de novas localidades.",,66.0
Cachoeira do Sul,RS,Comentario,2022-06-08 19:58:16,adroaldo16,,Placas fora das normas do CONTRAN.,
Cachoeira do Sul,RS,Post,2022-06-08 00:44:21,prefeituradecachoeiradosul,"Cachoeira do Sul recebendo do Ministro da Educação, Victor Godoy, a certificação da Escola Cívico-Militar Dinah Neri Pereira e a placa de Menção de Reconhecimento para a Secretária Municipal de Educação, Angela Schumacher Schuh, em Brasília.",,98.0
Cachoeira do Sul,RS,Post,2022-06-08 00:36:09,prefeituradecachoeiradosul,"Em evento em Brasília, nesta terça-feira, Cachoeira do Sul recebeu a certificação da Escola Cívico-Militar Dinah Neri Pereira  e a placa de Menção de Reconhecimento para a Secretária Municipal de Educação, Angela Schumacher Schuh.",,39.0
Cachoeira do Sul,RS,Comentario,2022-06-08 00:55:37,andreaporto2016,,👏👏👏👏❤️,
Cachoeira do Sul,RS,Comentario,2022-06-08 01:12:59,ritadecassiadornelessouza,,👏👏👏😍,
Cachoeira do Sul,RS,Comentario,2022-06-08 10:59:27,regina.wolff.921,,👏👏👏❤️❤️coisa linda! Parabéns.,
Cachoeira do Sul,RS,Post,2022-06-06 17:30:25,prefeituradecachoeiradosul,"Cicloturismo em Cachoeira do Sul entra em pauta 

A Secretaria Municipal de Turismo, Esporte e Lazer (SMTEL), honrando seu compromisso de fomentar a atividade cicloturística no município e região, através de parcerias e cooperações entre os setores público, privado e acadêmico, participou de um encontro técnico ocorrido no Laboratório do Núcleo de Estudos em Gestão de Riscos e Infraestrutura (GRIN)da UFSM/Cachoeira do Sul. 

A pauta do encontro foi o planejamento da primeira rota de cicloturismo supervisionada do município, com foco na diversidade de atrativos, na priorização de vias secundárias e na segurança que deve ser proporcionada ao cicloturista, a partir de uma sinalização específica.

A rota, que está sendo definida, interligará as zonas urbana e rural. Através da análise, que será realizada pelo GRIN, serão definidos os pontos que deverão receber a sinalização, por intermédio de placas ou totens, bem como, quais informações serão ofertadas.
Por intermédio de seu assessor, a Deputada Estadual Zilá Breitenbach, comprometeu-se a somar ao processo de execução de tal projeto, através do repasse de emendas, considerando a Lei 34/2021, de sua autoria, que institui incentivos ao desenvolvimento do cicloturismo.",,28.0
Cachoeira do Sul,RS,Comentario,2022-06-06 20:25:17,ciprianof199,,👏,
Cachoeira do Sul,RS,Post,2022-06-02 15:00:57,prefeituradecachoeiradosul,"📚 SMEd e SENAC disponibilizarão reforço escolar no contraturno para alunos da rede municipal

↪️ Os alunos que participarão das oficinas, que devem iniciar em agosto, foram selecionados através de avaliação diagnóstica e testes de fluência em leitura feitos pelos próprios professores, a pedido da SMEd.

Leia mais sobre a parceria no link que postamos no story ➡️",,31.0
Cachoeira do Sul,RS,Post,2022-06-02 11:23:46,prefeituradecachoeiradosul,As pessoas que tiverem cobertores para doação podem acionar a Defesa Civil. Eles vão agendar e ir na sua residência buscar.,,11.0
Cachoeira do Sul,RS,Post,2022-05-25 18:24:42,prefeituradecachoeiradosul,"Começa nesta quinta-feira o Programa de Recuperação de Crédito com a Prefeitura

Inicia nesta quinta-feira (26) o Programa de Recuperação de Crédito da Prefeitura de Cachoeira do Sul. Ele é destinado a promover a regularização de créditos do Município. O devedor pode ser pessoa física ou jurídica, com débitos de natureza tributária ou não, inscritos em dívida ativa, ajuizados ou a ajuizar, protestados ou não, parcelados ou não, com exigibilidade suspensa ou não.

Com ele, será possível negociar dívida referente a impostos com o Município fazendo pagamento em quota única até 30 de junho com 100% de desconto no valor de juros de mora e multa. Quem optar pelo pagamento até 31 de agosto, terá 70% de desconto do valor de mora e multa. Já para pagamento até 31 de Outubro, haverá 50% de desconto do valor de mora e multa.

Ainda existe a possibilidade de pagamento parcelado em até 6 vezes com 30% de desconto do valor de mora e multa, com valor mínimo de parcela de R$100,00. Quando houver atraso do pagamento das parcelas, o contribuinte estará sujeito a cobrança de juros e multas.

Informações

Secretaria Municipal da Fazenda
Rua Moron, 1013 – Esquina com Rua General Câmara
Telefone: 51.3724 6056.

Importante

Não poderão ser negociados por meio do Programa de Recuperação de Créditos, os créditos municipais oriundos de tributos que tenham fato gerador ocorrido no mesmo exercício da data da adesão ao programa.

Uma pergunta

O pagamento via PIX já vale para o Programa de Recuperação de Crédito?

Sim. Todos os contribuintes que gerarem novos boletos para pagamento de taxas ou impostos com a Prefeitura de Cachoeira do Sul já podem utilizar o pagamento via PIX.",,7.0
Cachoeira do Sul,RS,Comentario,2022-05-28 20:18:30,amayprates,,Como consigo anunciar algumas vagas disponíveis em uma obra aí na cidade????,
Cachoeira do Sul,RS,Post,2022-05-25 18:23:03,prefeituradecachoeiradosul,"Comitiva de Cachoeira confirma projeto da Ponte do Fandango para 2022

A comitiva de Cachoeira do Sul que esteve em Brasília para um encontro no final da tarde desta terça-feira no Ministério de Infraestrutura para tratar da obra da Ponte do Fandango, recebeu a informação do ministro Marcelo Sampaio Cunha Filho de que o projeto estará pronto até o mês de agosto.
Esse prazo até agosto se dá para garantia de revisão do anteprojeto com os orçamentos necessários para então ir para licitação e depois contratação. Após a assinatura do contrato, são mais 18 meses de obra, que deve ser contratada na modalidade Regime Diferenciado de Contratações que permite a contratação emergencial de obras de engenharia. Nesta modalidade, o orçamento fica em sigilo até a realização da licitação.
Com relação aos recursos, o ministro voltou a afirmar, assim como já havia sido afirmado pelo Presidente Jair Bolsonaro, de que ele está garantido já para 2022 e que trata-se sim de uma obra prioritária ao Governo Federal. O valor da obra ainda não está definido.
A comitiva de Cachoeira foi formada pela vice-prefeita Angela Schuh, o secretário de Obras, Marcos Carneiro, o de Agricultura, Fernando Cantarelli, o vereador Marcelo Martins, o Deputado Federal Afonso Hann e a Deputada Estadual, Zilá Breitenbach. Além do Ministro, participaram do encontro o Secretário-Executivo, Bruno Eustáquio, o diretor-presidente do Dnit, general Santos Filho e o superintendente regional do Dnit no Rio Grande do Sul, Hiratan Pinheiro da Silva 

Passagem de caminhões de 24 toneladas

Como já existe a certeza de que a conclusão da obra levará vários meses, foi  levantada a questão sobre a passagem de caminhões de até 24 toneladas. A opção levantada foi a colocação de uma balança eletrônica de fita que mede o peso dos eixos. 
O Dnit ficou encarregado de fazer um estudo para definir a viabilidade e contratação do equipamento. A passagem de veículos de mais de 24 toneladas foi descartada até a conclusão da obra.",,32.0
Cachoeira do Sul,RS,Post,2022-05-24 19:58:20,prefeituradecachoeiradosul,"Secretaria de Obras informa: conclusão de obra na Rua Alarico Ribeiro (um poste havia sido colocado em cima da tubulação, rompendo os canos)
- trocados 5 tubos de 30
- 6 servidores
- 1 retroescavadeira.",,27.0
Caeté,MG,Post,2022-09-20 18:16:11,prefeituradecaete,"A Festa da Melhor Idade também será espaço para os produtores locais, assim como temos feito em todos os eventos da Prefeitura Municipal.

Desta vez, quem vai expor seus trabalhos maravilhosos são os quitandeiros e o grupo de artesãs Mãos que Criam. Artesanato e comida de qualidade não vai faltar no Poliesportivo entre os dias 23 e 25 de setembro!

Contamos com a sua presença para festejar e prestigiar os produtores da nossa terra!

#prefeituradecaete #trabalhoeresponsabilidade #caete #caetemg #artesanato #quitanda #festadamelhoridade #idoso #terceiraidade #melhoridade",,25.0
Caeté,MG,Post,2022-09-20 15:06:20,prefeituradecaete,"Boa tarde, Caeté! Estão abertas as inscrições para o Butecando 2022!
Para participar, preencha o formulário no link a seguir que também estará em nossa Bio.

https://docs.google.com/forms/d/e/1FAIpQLSdvPCRuDnsGfa3Fby1Hk32b08vKxcr1a5KY87sSqSofJ-w60g/viewform

Você tem até o dia 30 deste mês para fazer parte deste festival que reúne o melhor da comida de buteco em Caeté!

#prefeituradecaete #trabalhoeresponsabilidade #butecando #festival #gastronomia #comidadebuteco #buteco #caete #caetemg",,50.0
Caeté,MG,Post,2022-09-20 13:23:17,prefeituradecaete,"Atenção, Caeté!

Restam pouquíssimas vagas para os cursos técnicos ofertados pela Prefeitura em parceria com o @senacminas! São formações em Administração, Recursos Humanos e em Logística em cursos reconhecidos e de muita qualidade!

Os requisitos para se matricular são:

Técnico em Logística - 16 ANOS - Ter concluído ou estar cursando o Ensino Médio;
Técnico em Administração - 15 ANOS - Ter concluído ou estar cursando o Ensino Médio;
Técnico em Recursos Humanos - 16 ANOS - Ter concluído ou estar cursando o Ensino Médio.

Estamos aguardando você, no prédio Estação Cultura e Cidadania Monsenhor Domingos (CEU Bonsucesso), Av. Francisco de Paula Castro S/Nº, com a seguinte documentação:

✅Identidade com foto e CPF - frente e verso Ou Carteira de trabalho física;
✅Identidade com foto e CPF do responsável (caso seja menor de idade) - frente e verso;
✅Comprovante de residência atualizado (emitido em no máximo 3 meses) - frente e verso;
✅Comprovante de escolaridade (certificado, histórico escolar ou declaração escolar*) - frente e verso.
*declaração escolar tem a validade de 30 dias à partir da data de emissão, carimbo e MASP

#prefeituradecaete #trabalhoeresponsabilidade #caete #caetemg #cursostecnicos #senacminas #senac #educação",,54.0
Caeté,MG,Comentario,2022-09-20 13:44:22,giselepazzz,,A minha ja está feita aguardando o dia para começar.🙏🏽🙌🏾,
Caeté,MG,Post,2022-09-20 00:14:31,prefeituradecaete,"Hoje estivemos no distrito de Roças Novas acompanhando mais um asfaltamento! A turma trabalha rápido demais! Dona Maria saiu pra trabalhar de manhã e quando chegou à tarde, estava de rua nova. Nem acreditou!

#prefeituradecaete #trabalhoeresponsabilidade #caete #caetemg #asfalto #pavimentação #obras",,159.0
Caeté,MG,Comentario,2022-09-20 02:32:19,silva39.silva,,"Tem que asfaltar a estrada até lá, também.",
Caeté,MG,Comentario,2022-09-20 00:21:51,alexsandraperuch,,É obra pra todo lado! 🚜👏🏼👏🏼,
Caeté,MG,Comentario,2022-09-20 00:37:55,darlancorradipa,,👏👏👏👏,
Caeté,MG,Comentario,2022-09-20 00:19:48,silvaniadores,,👏👏👏👏😍😍😍,
Caeté,MG,Comentario,2022-09-20 01:25:32,joao851bass,,👏👏👏👏👏👏👏👏,
Caeté,MG,Comentario,2022-09-20 13:27:23,dineia_santos,,"Promessa de campanha sendo realizada, essa gestão é a melhor nos últimos tempos, parabéns 👏👏👏💚💚💚",
Caeté,MG,Comentario,2022-09-20 00:53:58,jhonatajunior.adv,,É meta é trabalhar e o objetivo é dar resultado! Gestão eficiente! 🚀✅,
Caeté,MG,Comentario,2022-09-20 10:51:02,anakarolsouza0,,Aproveita e coloca na rua travessa bonfim no centro pura terra,
Caeté,MG,Comentario,2022-09-20 12:36:42,antoniomagalhaesff,,Competência tem nome : Lucas Coelho.,
Caeté,MG,Comentario,2022-09-20 00:20:56,_pedroconceicao_,,👏👏👏👏👏,
Caeté,MG,Comentario,2022-09-20 00:33:34,marcelogarabini,,👏👏👏,
Caeté,MG,Comentario,2022-09-20 02:01:22,saionara_freitas,,Meu sonho é encontrar esse pessoal fazendo essa obra aqui no meu Bairro Ramiro Franco!!!,
Caeté,MG,Comentario,2022-09-20 08:09:52,alexandrerodrigoalexandre,,E na rua Carlos Raimundo Alves no bairro córrego Machado,
Caeté,MG,Comentario,2022-09-20 15:42:47,djaneandrade4.0,,"Tenho fé q um dia vou ver a minha rua asfaltada,a minha e de todas pessoas q ainda não foram beneficiados 🙌",
Caeté,MG,Comentario,2022-09-20 00:44:36,charlenesilva.terapeutacapilar,,"E muito ver essas obras p todo.os lados,mas.no bairro Vila zelinda q e apenas 4 ruas ficaram.duas sem asfalto. Pensam.com.carinho e completam p nos . Ficaremos muitos satisfeito",
Caeté,MG,Comentario,2022-09-20 06:49:15,leandrocaetefigueredo,,"Por favor , asfaltem a.minha rua, já fiz muitos pedidos , @fulviobrandao , @markorelio, @lucascoelhoferreiraa , rua santa Luísa de marilac número 9 pedra branca",
Caeté,MG,Comentario,2022-09-20 01:57:16,emersonlsilvasilva,,O bairro Ramiro Franco continua aguardando o asfalto! @ninasantos20 @izabela_vitoriano @fatinha_ems @fredericoozananfreitas @saionara_freitas @gustavoh.u.chagas @marcelo.cota.54 @marcomtriatlo @willianinaciosilva,
Caeté,MG,Comentario,2022-09-20 09:25:28,euler.s,,"Rua Dr. Luiz Guimarães, Pedra Branca, entre Irmãos  Leme e Itamara, começaram a limpar pra asfaltar e nunca mais voltaram, ficou só a poeira mesmo! @lucascoelhoferreiraa olha isso pra gente, acredito em você!",
Caeté,MG,Post,2022-09-15 14:55:00,prefeituradecaete,"Está chegando a hora de mais um festival Butecando em Caeté! Nos próximos dias, entre 19 e 30 de setembro, daremos início à fase de inscrição dos participantes.

Para isso, acesse o link abaixo e leia o regulamento! Estaremos também a postos na Secretaria Municipal de Turismo, Cultura e Patrimônio - prédio da Prefeitura Municipal - para te auxiliar!

https://abre.ai/butecando

#prefeituradecaete #trabalhoeresponsabilidade #festival #butecando #caetemg #caetemg #minas #visiteminasgerais #visitemg #turismomg #vidamineiraoficial @visitecaete #visitecaete @vidamineiraoficial",,282.0
Caeté,MG,Comentario,2022-09-15 14:55:37,captain46743,,Send pic on 📸 @festival_.stars,
Caeté,MG,Comentario,2022-09-15 15:01:41,alexsandraperuch,,Excelente evento que já entrou para o Calendário de nossa Caeté!,
Caeté,MG,Comentario,2022-09-15 15:07:53,silvaniadores,,Boraaa😍😍,
Caeté,MG,Comentario,2022-09-15 15:50:09,luluka_tavares,,👏👏👏👏👏👏,
Caeté,MG,Comentario,2022-09-15 19:25:19,gili.srocha,,@silva.thiagorogerio,
Caeté,MG,Comentario,2022-09-16 02:18:54,vidamineiraoficial,,"Que delícia, quando vai acontecer?",
Caeté,MG,Comentario,2022-09-17 17:13:18,restauranterpg,,❤️❤️❤️😍😍,
Caeté,MG,Post,2022-09-15 13:16:29,prefeituradecaete,"Na tarde da última quarta-feira, a Escola Municipal Padre Gilson, em Roças Novas, realizou seu tradicional desfile cívico em alusão às comemorações da independência do Brasil. Neste ano, foi ressaltado bicentenário do acontecimento.

Alunos, pais e servidores da escola transitam pelas ruas do distrito, acompanhadas do Prefeito Lucas Coelho e outras autoridades, e realizaram um momento de execução do hino nacional, do hino da independência e do hino de Caeté.

#prefeituradecaete
#trabalhoeresponsabilidade #caete #caetemg #independencia #7desetembro #minas #minasgerais #rocasnovas",,123.0
Caeté,MG,Post,2022-09-14 21:00:06,prefeituradecaete,"Chegou setembro e, como de praxe, nós reservamos este mês todos os anos para comemorar a melhor idade! Em 2022, vamos fazer um super evento para homenagear essas pessoas que têm uma história de vida que se confunde com a história de Caeté e que são muito importantes para todos nós!

Vamos festejar, durante os dias ,23, 24 e 25 de setembro, no Poliesportivo e traremos, ninguém mais, ninguém menos, que Erasmo Carlos, Sidney Magal e o queridinho dos idosos, Moacyr Franco!

Veja aí nossa programação e já marque na folhinha! Queremos ver todos felizes e celebrando a vida depois de 2 anos sem poder comemorar o mês mais importante do ano!

@erasmocarlosbr
@sidneymagaloficial
@moacyrfranco

#prefeituradecaete #trabalhoeresponsabilidade #caete #caetemg #festadamelhoridade #melhoridade #idoso #terceiraidade #moacyrfranco #sidneymagal #erasmocarlos",,827.0
Caeté,MG,Comentario,2022-09-14 22:35:41,chaatitudedalu,,Que Show 👏👏👏👏👏,
Caeté,MG,Comentario,2022-09-14 22:06:28,luluka_tavares,,Bacana dmaissss👏👏👏,
Caeté,MG,Comentario,2022-09-14 21:01:42,simssantiago,,Imperdível 👏👏👏👏💚,
Caeté,MG,Comentario,2022-09-15 23:30:28,suelifariadiniz,,Que espetáculo!!!!!👏👏👏👏,
Caeté,MG,Comentario,2022-09-15 01:10:32,priscilamarques1911,,👏👏👏👏👏,
Caeté,MG,Comentario,2022-09-14 21:07:15,julianasoares569,,Huhu 👏👏❤️,
Caeté,MG,Comentario,2022-09-14 21:20:31,lualcantarasousa,,Excelente ! 👏👏👏,
Caeté,MG,Comentario,2022-09-14 22:15:53,sena.carmem,,Massa...Só gente boa hem?👏👏👏👏👏 Ao ar livre neh?,
Caeté,MG,Comentario,2022-09-14 22:23:36,ju_rochaa,,Que legal 😍,
Caeté,MG,Comentario,2022-09-14 21:09:05,giseleagsvieira,,Nossos queridos merecem!❤️,
Caeté,MG,Comentario,2022-09-14 21:26:01,silvaniadores,,Ohhh trem bão sô👏,
Caeté,MG,Comentario,2022-09-14 21:22:58,bruno_rodrigues500,,🔥🔥👏👏👏,
Caeté,MG,Comentario,2022-09-15 11:30:03,zezelins1,,"Infelizmente estarei viajando! Parabéns, pra Prefeitura de Caeté! Comemoração incrível!👏🏻👏🏻👏🏻👏🏻👏🏻😍🥰",
Caeté,MG,Comentario,2022-09-14 23:41:00,kellen_pry,,👏👏👏👏👏,
Caeté,MG,Comentario,2022-09-14 23:03:50,bellfonseca2807,,Nossa!!!! Que espetáculo!!!!,
Caeté,MG,Comentario,2022-09-14 21:17:18,vivianefukay_verifike,,Arrasou,
Caeté,MG,Comentario,2022-09-14 22:53:28,sara.pessoa.102,,👏👏👏👏👏,
Caeté,MG,Comentario,2022-09-15 00:24:33,janetegraciano,,Adoro se der irei sim,
Caeté,MG,Comentario,2022-09-14 22:58:50,sara.pessoa.102,,"Caeté está muito bem cuidada! Estão de parabéns, a população merece esses eventos e consequentemente aumenta o turismo local. 😍🚀",
Caeté,MG,Comentario,2022-09-15 00:24:38,janetegraciano,,Obrigada gu,
Caeté,MG,Comentario,2022-09-14 23:01:06,catarina.fogaca.1,,Fantástico 😍😍😍😍,
Caeté,MG,Comentario,2022-09-15 10:09:43,ednaslana,,👏👏👏👏,
Caeté,MG,Comentario,2022-09-14 22:22:09,soares.warley,,Quem paga a conta,
Caeté,MG,Comentario,2022-09-14 22:14:17,lennetrancoso06,,A melhor  idade tem mts regalias. Tô dentrissimo,
Caeté,MG,Comentario,2022-09-14 22:52:59,alexsandraperuch,,A melhor idade merece esse carinho! E toda Caeté tbm! 👏🏼👏🏼💜❤💚,
Caeté,MG,Comentario,2022-09-15 02:32:09,luiz.pessoa.96742,,😍🙌,
Caeté,MG,Comentario,2022-09-15 00:21:18,paulo_couto_oficial,,@samila.soares.77,
Caeté,MG,Comentario,2022-09-14 22:52:08,seuleosaboresdeminas,,"Olha @carolina.amagalhaes , pode marcar um atendimento pra mim no sábado? Kkkkk",
Caeté,MG,Comentario,2022-09-14 23:28:47,atelieanaaquino,,"Os artesãos vão poder expor os artesanatos como foi combinado? Faltam poucos dias para o evento e ainda não deram retorno , @maos_que_criamcaeteoficial",
Caeté,MG,Comentario,2022-09-14 21:51:50,thatasartori,,@mayaracaneladesigner,
Caeté,MG,Comentario,2022-09-16 01:35:59,vilelacirlene,,👏👏👏👏👏,
Caeté,MG,Comentario,2022-09-14 22:21:26,lorena.muzzi,,👏👏👏👏👏,
Caeté,MG,Comentario,2022-09-14 21:38:05,rose.adiaz,,Aberto ao público? 😍,
Caeté,MG,Comentario,2022-09-15 14:38:56,carvalhocarladaniela,,Uhu!!!! Meu.. todo meu... Rsrs,
Caeté,MG,Comentario,2022-09-14 21:15:45,flaviaa_zacarias,,👏👏👏👏👏😍,
Caeté,MG,Comentario,2022-09-14 21:10:33,anapaularsaa,,👏👏👏👏👏,
Caeté,MG,Comentario,2022-09-15 13:39:35,patriciahelenada_silva,,"Que legal a melhor idade também precisa de festa, pois eles são nossa vida futura!! Parabéns prefeitura  pelo carinho ❤",
Caeté,MG,Post,2022-09-13 11:18:11,prefeituradecaete,"Bom dia, Caeté! A Secretaria Municipal de Educação vai dar início ao Cadastro Escolar do ano de 2023.

Este cadastramento é direcionado para as crianças que ainda não estão matriculadas na Rede Municipal de Ensino e as inscrições serão efetuadas entre os dias 19 e 23 de setembro, no 2º andar do prédio do Cineteatro Caeté, das 8h às 11:30h e das 13h às 16:30.

Arraste para o lado e confira toda a documentação necessária!

#prefeituradecaete #trabalhoeresponsabilidade #caete #caetemg #cadastroescolar #educacaoinfantil #educacao",,142.0
Caeté,MG,Comentario,2022-09-13 11:20:15,paola.moreira.25,,@siimooesgabii aí ohh 👀,
Caeté,MG,Comentario,2022-09-13 13:19:08,vandadefatimavanda,,👏👏👏,
Caeté,MG,Comentario,2022-09-13 13:42:20,to_rugo,,👏👏👏👏👏👏👏,
Caeté,MG,Comentario,2022-09-13 14:53:09,lu.sanmaria,,Qual idade,
Caeté,MG,Comentario,2022-09-13 16:29:25,elianelourdesdos,,Não aparece a documentação,
Caeté,MG,Comentario,2022-09-13 16:29:35,elianelourdesdos,,Quais os documentos,
Caeté,MG,Comentario,2022-09-14 05:23:16,vanilda.julia,,"É necessário que o cadastramento seja feito pelos pais, ou uma tia pode fazer o cadastro dos sobrinhos?",
Caeté,MG,Post,2022-09-12 19:39:58,prefeituradecaete,"O Prefeito Lucas Coelho esteve no EXPOMINAS nesta segunda-feira, 12, visitando a Expo & Congresso Brasileiro de Mineração -  EXPOSIBRAM, um dos maiores eventos de mineração da América Latina.

Durante o evento, Lucas visitou dois estandes de projetos sociais de Caeté que recebem incentivos da AngloGold Ashanti, do grupo de bordadeiras Historiarte e o Cantina da Sobriedade.

A EXPOSIBRAM acontece até a próxima quinta-feira. Em 2021, 55 mil pessoas visitaram o evento que, segundo o prefeito Lucas, é uma grande oportunidade para que estes expositores levem o nome de Caeté além das nossas fronteiras, fortalecendo a produção artística, cultural e culinária local.

#prefeituradecaete #trabalhoeresponsabilidade #caete #caetemg #exposibram #anglogold @historiartebordados @caminhodasobriedade",,195.0
Caeté,MG,Comentario,2022-09-12 19:45:51,historiartebordados,,Agradecemos a visita do Prefeito Lucas  Coelho prestigiando o nosso stand no Exposibram. 😍,
Caeté,MG,Comentario,2022-09-13 01:14:08,figueredo6345,,"Parabéns, Parabéns... Mulheres protagonistas. 👏👏👏A nossa ""brasilidade "" se envaidece  e se enriquece com o trabalho de vocês.",
Caeté,MG,Comentario,2022-09-13 09:02:22,regina.maraa,,Parabéns...elas merecem todos os aplausos...😍😍👏👏👏👏👏👏👏👏,
Caeté,MG,Post,2022-09-12 15:07:21,prefeituradecaete,"COMUNICADO IMPORTANTE

Atenção, servidor! Devido à implantação do eSocial, programa do Governo Federal de unificação da base de dados de empregador e empregado, o fechamento da folha salarial das Prefeituras terá sua data alterada. Por consequência, o pagamento do salário passará a ser realizado até o terceiro dia útil de cada mês, valendo a partir de setembro.

#prefeituradecaete #trabalhoeresponsabilidade #caete #caetemg #esocial #governofederal #caixa #bb #salario",,157.0
Caeté,MG,Post,2022-09-08 13:39:19,prefeituradecaete,"Bom dia, Caeté querida! Passando para lembrar vocês que a vacinação contra Poliomielite e atualização do cartão de vacinas continua até o fim desta sexta-feira!

Não deixe de vacinar seus filhos! 

#prefeituradecaete #trabalhoeresponsabilidade #caete #caetemg #vacinacao #poliomielite #vacinapolio #saude",,95.0
Caeté,MG,Comentario,2022-09-08 14:12:50,poliana_gattis,,@rafaellaclaudinoperez,
Caeté,MG,Post,2022-09-07 18:31:09,prefeituradecaete,"Que nestes 200 anos completados de independência, mais do que celebrar, os brasileiros saibam se unir para que possamos construir uma nação de paz e prosperidade.

#prefeituradecaete #trabalhoeresponsabilidade #caete #caetemg #200anosdaindependênciadobrasil #independenciadobrasil #brasil #minas #minasgerais #7desetembro",,97.0
Caeté,MG,Comentario,2022-09-07 19:01:32,heleninha135,,Amei todos os desfiles.Parabéns @tancreneves,
Caeté,MG,Comentario,2022-09-07 20:21:08,keniacroches,,🇧🇷🇧🇷🇧🇷,
Caeté,MG,Comentario,2022-09-07 21:21:16,mariainezestevao,,Cadê os desfiles de Caeté ?,
Caeté,MG,Post,2022-09-06 15:43:35,prefeituradecaete,COMUNICADO IMPORTANTE,,66.0
