Municipio,UF,Post/Coment,Data,Usuario,Comentarios,ComentarioTraduzido,Subjetividade,Polaridade,Analise
Arcos,MG,Comentario,2022-07-29 23:33:00,tchodouglas,Eita eu quero,Jeez I want,0.0,0.0,Neutro
Arcos,MG,Comentario,2022-07-29 23:35:16,leticia_tss,eu quero voar,I want to fly,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-29 23:35:32,leticia_tss,eu quero voar,I want to fly,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-29 23:36:39,romariowinchester7,EU QUERO VOAR COM e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-29 23:36:48,_augusto.jr_,eu quero voar com,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-29 23:37:13,_augusto.jr_,eu quero voar com,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-29 23:39:05,adriano_teixxeira87,EU QUERO VOAR COM e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-29 23:39:32,mateusmiranda11,Quero Voar com,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-29 23:40:23,mateusmiranda11,Quero Voar com,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-29 23:58:15,marinagersony_makeup_hair,EU QUERO VOAR COM,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 00:09:14,nadyaflor,Eu quero votar com e,I want to vote with and,0.0,0.0,Neutro
Arcos,MG,Comentario,2022-07-30 00:25:04,mateusmiranda11,QUERO VOAR com,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 00:25:20,inhaolive,eu quero voar com,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 00:26:24,mateusmiranda11,quero voar com,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 00:26:35,manugabii,eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 00:48:45,eliezerebenezerdomingos,Sinaradomingosfaria EU QUERO VOAR COM e,Sinaradomingosfaria I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 01:01:06,soraiarodrigues,eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 01:36:56,otaviopedroso45,Eu quero,I want to,0.0,0.0,Neutro
Arcos,MG,Comentario,2022-07-30 02:28:39,amandagalvao.adm,EU QUERO VOAR COM e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 03:06:59,marinagersony,EU QUERO VOAR COM,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 07:46:27,sabrinarodrigues4478,eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 08:59:51,clebiananardy,. EU QUERO VOAR COM A e com .,. I want to fly with and with.,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 10:06:19,danielinhafernandes7,Eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 10:23:15,stella_franco1,EU QUERO VOAR COM e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 10:23:27,stella_franco1,EU QUERO VOAR COM e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 10:29:28,santiagofrancis3,Eu quero voar,I want to fly,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 10:38:36,debo4010,Eu quero,I want to,0.0,0.0,Neutro
Arcos,MG,Comentario,2022-07-30 10:57:01,fael_augusto10,Eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 11:04:46,isabelteixeiradepaiva,EU QUERO VOAR COM E,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 11:43:23,alinedasdoresdesousa,E u Quero Voar com e,And I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 11:45:51,alinedasdoresdesousa,EU QUERO VOAR e,I want to fly and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 12:02:26,beatriz__oliveiraa__,eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 12:37:49,silvasabrina85,eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 13:03:29,josiane.rochadasilva.9,Eu quero voar,I want to fly,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 13:29:01,gilma_gondin,Eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 13:36:15,mariane.smacm,Eu quero voa com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 13:43:31,alicemaria1606,EU QUERO VOAR COM e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 13:43:59,alicemaria1606,EU QUERO VOAR COM larsports e feituradearcos,I want to fly with Larsports and Fatitations,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 14:18:11,cesar_asouza,eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 14:41:44,millysantos.dm3,EU QUERO VOAR COM e a,I want to fly with and the,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 14:55:33,juniorsantos_kg,EU QUERO VOAR COM e a,I want to fly with and the,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 15:18:28,julianadesr,Eu quero voar com,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 15:35:58,alline_maraa,Eu quero voar com,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 15:40:21,josisousa89,eu quero voar com,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 15:40:49,josisousa89,eu quero voar,I want to fly,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 15:41:10,josisousa89,eu quero voar,I want to fly,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 15:43:16,poli_cris_1607,eu quero voar com e !!!!,I want to fly with e !!!!,0.9,1.0,Positivo
Arcos,MG,Comentario,2022-07-30 15:46:05,adalberto.134,EU QUERO VOAR COM,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 15:55:09,allexaugustode,eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 15:59:21,maria.gisele.14,Eu quero voar com,I want to fly with,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 18:14:14,oportunidadesarcosformigamg,Que hs foi o sorteio?,What was the draw?,0.0,0.0,Neutro
Arcos,MG,Comentario,2022-07-30 19:34:19,ester_vieira_16_,Eu quero voar,I want to fly,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 20:35:33,suzanecarolinee__,eu quero voar de,I want to fly from,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 20:58:54,luis_antocosta,Eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 20:59:14,luis_antocosta,Eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 20:59:32,luis_antocosta,Eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-30 21:03:42,luis_antocosta,Eu quero voar com e,I want to fly with and,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-08-12 11:30:25,ellyleanreis,Eu quero voar,I want to fly,0.9,0.8,Positivo
Arcos,MG,Comentario,2022-07-18 15:47:52,gilma_gondin,Amei!,I loved!,0.8,0.875,Positivo
Arcos,MG,Comentario,2022-07-18 15:55:34,elaine7956,Show.... simplesmente demais. Parabéns a Prefeitura e a todos os envolvidos.,Show .... just too much. Congratulations to the City Hall and everyone involved.,0.2,0.2,Positivo
Arcos,MG,Comentario,2022-07-18 16:23:18,sabrinagouvalente,"Foi muito bom mesmo!! Parabéns, a todos os organizadores!",It was really good !! Congratulations to all the organizers!,0.6,1.0,Positivo
Arcos,MG,Comentario,2022-07-18 16:26:19,assis._eliza,Maravilhoso Já com gosto de saudade!,Wonderful already with a taste of longing!,1.0,1.0,Positivo
Arcos,MG,Comentario,2022-07-18 16:38:08,jaqueline_sousa_rocha_,"Parabéns baiano,.","Congratulations Baiano,.",0.0,0.0,Neutro
Arcos,MG,Comentario,2022-07-18 16:44:31,hivialane,"Impecável, delicioso e incrível, Arcos precisava de algo assim! primeiro de muitos !!!","Impeccable, delicious and amazing, arches needed something like that! first of many !!!",0.697,0.745,Positivo
Arcos,MG,Comentario,2022-07-18 16:44:54,stefanymartinsoficial,Foi maravilhoso!,It was wonderful!,1.0,1.0,Positivo
Arcos,MG,Comentario,2022-07-18 17:06:35,soraiacaetanomg,"Parabéns a todos que não mediram esforços, aceitaram o desafio e fizeram acontecer este grandioso festival gastronômico. Que venham outros.","Congratulations to all who did not measure efforts, accepted the challenge and made this great gastronomic festival happen. May others come.",0.75,0.8,Positivo
Arcos,MG,Comentario,2022-07-18 17:12:51,luanrrdgs,Tudo tão lindo!,Everything so beautiful!,1.0,1.0,Positivo
Arcos,MG,Comentario,2022-07-18 17:16:39,renata04medeiros,Parabéns aos envolvidos,Congratulations to those involved,0.0,0.0,Neutro
Arcos,MG,Comentario,2022-07-18 17:31:40,_nandaf_ap,Foi maravilhoso,It was wonderful,1.0,1.0,Positivo
Arcos,MG,Comentario,2022-07-18 17:45:48,gege0182,Sucesso,Success,0.0,0.3,Positivo
Arcos,MG,Comentario,2022-07-18 18:53:52,lenirprata,Festa maravilhosa e tão necessária!!! Parabéns prefeitura e todos os envolvidos pela ousadia de realiza-la!!!!,Wonderful and so needed party !!! Congratulations City Hall and all those involved for the boldness to perform it !!!!,1.0,1.0,Positivo
Arcos,MG,Comentario,2022-07-18 18:55:56,eloisiabrito,Próximo estarei presente com certeza.,Next I will be present for sure.,0.296,0.167,Positivo
Arcos,MG,Comentario,2022-07-18 19:01:39,gildateixeira9733,"Parabéns pela brilhante força tarefa de todos envolvidos pra nos proporcionar um evento tão grandioso. Que proporcionou uma deliciosa viagem no tempo pra uns e aos mais jovens a oportunidade de conhecer o processo e saborear das delícias dessa experiência. Que seja a primeira de uma série. Foi um retorno a vida social aberta com maestria a toda população Arcoense e cidades vizinhas que vieram prestigiar o evento. Vale tbm ressaltar a todos frente as barracas, que apesar do trabalho exaustivo de madrugar pra garantir as delícias oferecidas durante todo o dia no evento, ainda sobrava simpatia, atenção e presteza pra matar nossas curiosidades. Em especial ao pessoal de Itapecerica que retratou com todo cuidado os primórdios do engenho com utilização dos bois, onde era notório a qualidade do cuidado com os animais, pelo couro viçoso e a beleza e imponência de tamanho deles. Ter oportunidade do contato com os índios, de aprender sobre a cultura indígena e ver nos olhos brilhantes deles a alegria de vivenciar essa experiência foi fascinante. Foi acertiva toda programação, foram dias que agregou e alegrou aos mais velhos, aos jovens, não deixando passar segurança que foi nota 10. Foi um pontapé inicial que merece","Congratulations on the brilliant task force of all involved to provide us with such a great event. Which provided a delicious time trip for some and young people the opportunity to know the process and taste the delights of this experience. That is the first in a series. It was a return to open social life with mastery to the entire population and neighboring cities that came to honor the event. It is also worth mentioning everyone in front of the tents, which despite the exhaustive work of dawn to ensure the delights offered throughout the day at the event, there was still sympathy, attention and promptness to kill our curiosities. Especially to the staff of Itapecerica who carefully portrayed the early days of the oxen using the oxen, where the quality of care for animals, for the lush leather and the beauty and grandeur of them was notorious. Having the opportunity to contact the Indians, to learn about indigenous culture and see their bright eyes the joy of experiencing this experience was fascinating. All programming was right, it was days that added and brought to the elders, the young people, not letting security that it was note 10. It was a kick that deserves",0.561,0.319,Positivo
Arcos,MG,Comentario,2022-07-18 20:17:41,deboranunespsicopedagoga,Tudo lindo!!! Parabéns aos organizadores e todos envolvidos!!!,All beautiful!!! Congratulations to the organizers and all involved !!!,1.0,1.0,Positivo
Arcos,MG,Comentario,2022-07-18 23:55:31,adudarangel,Evento massa demais! Q seja o primeiro de MUITOOOOS,OVER MASS EVENT! That is the first of many s,0.417,0.375,Positivo
Arcos,MG,Comentario,2022-07-19 00:11:57,diego_nunnes_,Que evento Nota Mil que Venham mais assim com essa mesma vibe,What event notes a thousand that come more with this same vibe,0.312,0.25,Positivo
Arcos,MG,Comentario,2022-07-19 01:39:58,talissonjunior,Simplesmente maravilhoso,Just wonderful,1.0,1.0,Positivo
Arcos,MG,Comentario,2022-07-19 10:00:15,cassiamariafonsecacampos,Festa linda demais a administração está de parabéns Arcos estava precisando gratificante,Too beautiful party the administration is to be congratulations arcos was needing rewarding,1.0,0.675,Positivo
Arcos,MG,Comentario,2022-07-19 17:20:47,karinerolimsantiago,"Que máximo, já estou com saudades !","How much, I miss you!",0.2,0.25,Positivo
Arcos,MG,Comentario,2022-07-05 14:23:01,silpos72,Hoje ou amanhã?,Today or tomorrow?,0.0,0.0,Neutro
Arcos,MG,Comentario,2022-07-05 16:46:35,ocadatapyocadelivery,Dia 05/07 ou 06/07????,Day 07/05 or 06/07 ????,0.0,0.0,Neutro
Arcos,MG,Comentario,2022-07-07 13:56:51,smartcity_arcos,50 anos entra também?,50 years go too?,0.0,0.0,Neutro
Arcos,MG,Comentario,2022-07-04 23:42:00,judelgadomo,"Eu acho que o pessoal deveria estar mais bem informado para passar as informações. Positivei hoje e no meu PSF não tinha um médico para me atender, alegaram que ele estava positivado também, mas não tem um substituto Enfim, tive que ir ao hospital municipal e fui muito bem atendida por um médico experimente, que me medicou e me deu atestado de 5 dias (contando a data de hoje). Mais a tarde a moça do PSF entrou em contato perguntando se eu estava medicada e que eu só poderia sair do isolamento na terça aí disse que o MÉDICO me orientou que era até sábado. Coloquem profissionais mais capacitados e eu seguirei o médico!!!!!","I think people should be better informed to pass the information. I positioned today and in my PSF there was no doctor to attend me, claimed that he was positive too, but there is no replacement at last, I had to go to the municipal hospital and I was very well attended by a doctor try me, who medicated me and gave me 5 -day certificate (counting today). Another afternoon the PSF girl contacted asking if I was medicated and that I could only get out of isolation on Tuesday there she said the doctor guided me that it was until Saturday. Put more trained professionals and I will follow the doctor !!!!!",0.485,0.321,Positivo
Arcos,MG,Comentario,2022-07-04 23:45:44,judelgadomo,"Corrigindo… O médico me orientou isolamento até sexta, estando liberada no sábado!!!","Correcting… the doctor guided me isolation until Friday, being released on Saturday !!!",0.0,0.0,Neutro
Arcos,MG,Comentario,2022-06-15 19:48:32,cristiana.alves.3701779,Espero k qdo essa creche ficar pronta seja realmente pra kem precisa mesmo é k eles olhe isso pork tem mta pessoas k colocar filhos na creche e n trabalhar então toma a vaga de kem realmente precisa da vaga para poder trabalhar.,I hope this daycare is ready to be really ready for keem really needs it is k they look this pork has mta people k put children in the day care and n work so take the vacancy really needs the place to work.,0.35,0.2,Positivo
Arcos,MG,Comentario,2022-06-14 21:02:18,tarcila.smartins,Fantástico o seu trabalho como coordenadora e toda equipe do CRAS ! Parabéns !,Fantastic your work as coordinator and all CRAS team! Congratulations !,0.9,0.625,Positivo
Arcos,MG,Comentario,2022-06-10 16:30:44,wilzacarladiascarla,"Como sempre a boa vista é esquecida , aqui ninguém faz nada","As always the good view is forgotten, here nobody does anything",0.6,0.7,Positivo
Arcos,MG,Comentario,2022-06-06 19:45:45,afetoporlivros,"Fico tão feliz em saber a biblioteca está de volta, eu como leitora adorei a ""novidade"". Parabéns pela iniciativa","I am so happy to know the library is back, I as a reader I loved the ""news."" Congratulations for the initiative",0.6,0.5,Positivo
Arcos,MG,Comentario,2022-06-06 22:53:51,eu_ingridyraiane,"Fui fazer um trabalho de escola, e que lugar bom de fazer trabalho super organizado, gostei muito","I went to do a school job, and what a good place to do super organized work, I liked it a lot",0.689,0.544,Positivo
Arcos,MG,Comentario,2022-06-04 00:53:37,fabisims,Que bom! Só falta dar um jeitinho de comprar os reagentes para os exames de sangue! É um absurdo deixar à população sem os exames.,Great! All you have to do is get a way of buying the reagents for blood tests! It is absurd to leave the population without the exams.,0.875,0.25,Positivo
Areal,RJ,Comentario,2022-09-19 22:16:50,soraiapontessilva,A da rua Pará tb está precisando.,That of Pará Street is also needing.,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-19 18:54:53,dilcileabraz,Que maravilha,How wonderful,1.0,1.0,Positivo
Areal,RJ,Comentario,2022-09-20 11:21:00,renatabechcoisasdavida,Parabéns,Congratulations,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-17 23:21:20,mariagemaquintella,Parabéns!!!!!,Congratulations!!!!!,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-17 23:06:07,sandralusil,Parabens,Congratulations,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-18 00:33:31,osvaldolosantos,Parabéns Fabinho.,Congratulations Fabinho.,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-18 15:22:06,martaalmeidareis59,Parabéns Fabinho,Congratulations Fabinho,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-17 22:53:48,aparecidaferreiravieira,Parabéns!!!,Congratulations!!!,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-17 23:42:14,saborarte_arealrj,Parabéns Fabinho,Congratulations Fabinho,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-18 00:34:52,osvaldolosantos,Parabéns Prefeitura de Areal.,Congratulations Areal City Hall.,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-18 12:04:23,sanabio_construcoes_reformas,Parabéns amigo você merece,Congratulations friend you deserve,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-18 17:05:21,araujo.biancac,Parabéns Fabinho,Congratulations Fabinho,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-17 22:33:31,betocalcadosoficial,Parabéns para este herói e campeão de nosso Município!!,Congratulations to this hero and champion of our municipality !!,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-18 13:24:24,casanacolina_fazendadocedro,E a Casa na Colina na Fazenda do Cedro fica em Ateal,And the house in the hill at the cedar farm is in Ateal,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-16 17:42:06,igorbastos2016,Parabéns pelo trabalho,Congratulations on the work,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-14 20:56:31,gabrielli_isabel,foi lindo demais,It was too beautiful,1.0,0.85,Positivo
Areal,RJ,Comentario,2022-09-12 21:45:10,flaviavi98,Porque não asfaltam vila Dantas? Pó de pedra não adianta!,Why don't Vila Dantas asphalt? Stone powder is no use!,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-12 22:34:41,nascimentoregina700,Boa esperança vila Dantas também precisam ser asfaltadas também,Good Hope Vila Dantas also need to be paved as well,0.6,0.7,Positivo
Areal,RJ,Comentario,2022-09-12 23:43:57,pedrinhoangelafranca,Esse é o prefeito que eu queria no meu município parabéns,This is the mayor I wanted in my municipality congratulations,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-13 12:36:29,rodrigoduvivier,"Quem me dera ter pó de pedra, já ajudava bem","I wish I had stone powder, already helped well",0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-14 00:33:36,lauraneves685,E Boa esperança precisa muito vem as chuvas daqui a pouco e a população estará a merce da lama e o descaso do poder público,And good hope needs a lot of rainfall in a little while and the population will be the merciful and the neglect of the public power,0.389,0.171,Positivo
Areal,RJ,Comentario,2022-09-16 12:52:05,leandro.paulo01,Porque não asfantam a estrada que vai para vila dantas e boa esperança . está cheia de buracos colocaram um pó de pedra que saiu tudo . está ruim de mais até para motos.,Because they do not make them the road that goes to Vila Dantas and Good Hope. It is full of holes put a stone powder that came out. It's too bad even for motorcycles.,0.606,0.117,Positivo
Areal,RJ,Comentario,2022-09-12 22:03:57,paulasilvarocha,Que perfeito!,It's perfect!,1.0,1.0,Positivo
Areal,RJ,Comentario,2022-09-13 21:54:10,victoriandradelm,o estudante de outro estado não tem um dia de paz AAAAAAAAAAAAA,The student of another state does not have a day of peace aaaaaaaaaaaaa,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-06 21:05:11,associacaoculturalenea,Parabéns Areal viva as bandas e fanfarras...,Congratulations Areal Live the bands and fanfares ...,0.5,0.136,Positivo
Areal,RJ,Comentario,2022-09-06 21:30:02,nascimentoregina700,Lindo demais,Too beautiful,1.0,0.85,Positivo
Areal,RJ,Comentario,2022-09-10 14:09:02,silv.ana6878,Quais são as vagas por favor?,What are the vacancies please?,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-04 22:20:57,jm10bento,Quero parabenizar a todos os envolvidos no desfile,I want to congratulate everyone involved in the parade,0.233,-0.25,Negativo
Areal,RJ,Comentario,2022-09-04 20:50:05,isadora_dias_,Foi lindo!,It was beautiful!,1.0,1.0,Positivo
Areal,RJ,Comentario,2022-09-04 20:27:02,alessandrasoares123,"Tudo lindo, parabéns","All beautiful, congratulations",1.0,0.85,Positivo
Areal,RJ,Comentario,2022-09-04 21:18:37,josianeamiranda,Foi lindo,It was beautiful,1.0,0.85,Positivo
Areal,RJ,Comentario,2022-09-04 20:22:34,biaferreira547,Parabéns,Congratulations,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-05 04:36:06,alcideavmachado,Tudo Maravilhoso,All wonderful,1.0,1.0,Positivo
Areal,RJ,Comentario,2022-09-04 20:52:51,silvanasantiago18,"Parabéns Gutinho por sua dedicação e por todos os projetos que envolvem AREAL,o desfile de hoje estava lindo","Congratulations Gutinho for her dedication and all the projects involving Areal, today's parade was beautiful",0.617,0.3,Positivo
Areal,RJ,Comentario,2022-09-04 22:10:45,felipegventura,Muito bacana,Very cool,0.845,0.455,Positivo
Areal,RJ,Comentario,2022-09-04 21:42:54,fernandodoriobrandao,Parabéns ao Povo de Areal,Congratulations to the people of Areal,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-05 00:07:57,marianammorena,"Foi lindo, impecável!","It was beautiful, impeccable!",0.875,0.894,Positivo
Areal,RJ,Comentario,2022-09-05 01:22:00,angelina_reginasoares,"Ficou muito bonito sim, parabéns","It was very beautiful yes, congratulations",1.0,1.0,Positivo
Areal,RJ,Comentario,2022-09-05 18:59:38,leonardobarros806,Eu adorava 7 de setembro....que legal resgatar esse ato de patriotismo para as crianças e adolescentes...,I loved September 7 .... How nice to rescue this act of patriotism for children and adolescents ...,0.9,0.65,Positivo
Areal,RJ,Comentario,2022-09-04 21:11:28,lacerdacarolv,Orgulho gigantesco em fazer parte de um time tão cuidadoso. Cuidado com os uniformes e até mesmo com o lanchinho dos pequenos. Tem sido lindo,Gigantic pride in being part of such a careful team. Beware of the uniforms and even the little snack of the little ones. It has been beautiful,0.7,0.075,Positivo
Areal,RJ,Comentario,2022-09-03 22:18:26,zeca.braga,Desvia o trânsito pela Estrada do Cambote.,Divert traffic along the Cambote road.,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-03 22:16:21,zeca.braga,Prefeito uma sugestão: por que não promove esse desfile na Estrada do Cambote?,Mayor a suggestion: Why not promote this parade on the Cambote Road?,0.233,-0.25,Negativo
Areal,RJ,Comentario,2022-08-31 20:06:44,ca_rolnascimento,Trabalho de excelência!,Excellence work!,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-08-31 20:11:04,adrisaryro,Também fiz exame de mamografia adorei o atendimento,I also took mammography I loved the service,0.8,0.7,Positivo
Areal,RJ,Comentario,2022-08-31 20:17:17,anamariaalmeida41,Foi muito bom amei,It was very good loved,0.79,0.805,Positivo
Areal,RJ,Comentario,2022-08-31 20:25:48,fatimaluziaazevedo,Parabéns a todos os envolvidos no Projeto.,Congratulations to everyone involved in the project.,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-09-01 20:08:08,andresa7259,Parabéns prefeito e todo a sua equipe,Congratulations Mayor and all your team,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-08-30 19:08:07,thaynajesus7,A onde eu posso esta fazendo esse iscriçao,Where I can be doing this is wrong,0.9,-0.5,Negativo
Areal,RJ,Comentario,2022-09-05 20:58:59,marcelanpadilha.uerj,Inscrição também pela bio do,Registration also by the bio do,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-08-23 04:51:22,moniiquebercot,Que bacana!!!!!,What a cool one !!!!!,0.65,1.0,Positivo
Areal,RJ,Comentario,2022-08-18 17:49:13,claudioeduardocsura,"Acho inadmissível este tipo de evento no local que foi criado como Parque Ecológico em uma Área dePreservaçãoAmbiental(APA). Ao lado de um bairro residencial com acesso apenas por uma ponte. No evento da ""festa julina"" a música alta foi ate as 03h da madrugada. Um desrespeito com os moradores.","I find this type of event inadmissible at the place that was created as an ecological park in an environmental depression area (APA). Next to a residential neighborhood with access only by a bridge. At the event of ""Festa Julina"" the Alta Music was until 03h in the morning. A disrespect with the residents.",0.533,0.133,Positivo
Areal,RJ,Comentario,2022-08-18 22:37:33,patricia_csz,Outro evento barulhento num Parque Ecológico? Falta de respeito aos moradores da Julioca e a fauna...,Another noisy event in an ecological park? Lack of respect for Julioca residents and fauna ...,0.6,0.4,Positivo
Areal,RJ,Comentario,2022-08-19 11:02:56,angelina_reginasoares,"""pão e circo"".","""bread and Circus"".",0.0,0.0,Neutro
Areal,RJ,Comentario,2022-08-19 22:41:59,cissafelix,Pergunta de ordem técnica: só vai quem tem carro?,Technical question: only who has a car?,0.55,0.0,Neutro
Areal,RJ,Comentario,2022-08-18 16:32:27,claudioeduardocsura,"Acho inadmissível este tipo de evento no local que foi criado como Parque Ecológico em uma Área dePreservaçãoAmbiental(APA). Ao lado de um bairro residencial com acesso apenas por uma ponte. No evento da ""festa julina"" a música alta foi ate as 03h da madrugada. Um desrespeito com os moradores.","I find this type of event inadmissible at the place that was created as an ecological park in an environmental depression area (APA). Next to a residential neighborhood with access only by a bridge. At the event of ""Festa Julina"" the Alta Music was until 03h in the morning. A disrespect with the residents.",0.533,0.133,Positivo
Areal,RJ,Comentario,2022-08-18 22:39:56,patricia_csz,Parece que o Parque Ecológico virou local de promoção do prefeito... pão e circo para o povo.,It seems that the ecological park has become a place of promotion of the mayor ... bread and circus for the people.,0.6,0.4,Positivo
Areal,RJ,Comentario,2022-08-19 00:18:22,renatovelasco66,"Mais um evento com fundo político, em um local que não infraestrutura para receber grande volume de visitantes, tirando a liberdade de circulação dos moradores da Julioca, considerando que o acesso se dá por uma ponte com passagem para um carro por vez, em um local criado para ser uma APA. No último evento, houve música e agitação até as 3:00 da manhã.","Another event with a political background, in a place other than infrastructure to receive a large volume of visitors, taking away the freedom of circulation of residents of Julioca, considering that the access takes place by one bridge with a car at a time, in one location Created to be an APA. In the last event, there was music and agitation until 3:00 am.",0.243,0.022,Positivo
Areal,RJ,Comentario,2022-08-15 22:36:04,izimbraodemello,Oi to enteresado na vaga,Hi to enteresed in the vacancy,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-08-13 21:16:51,carol_nina86,olha o destino da estação de trem de Areal,Look at the destination of the Areal train station,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-08-13 22:56:58,jennifer_parada_,Parabéns meu guerreiro pelo trabalho,Congratulations my warrior for the work,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-08-14 01:39:03,criiiiissantos,Expectando a inauguração!,Expecting the inauguration!,0.0,0.0,Neutro
Areal,RJ,Comentario,2022-08-14 11:30:42,pedrinhoangelafranca,Cidade que tem prefeito só anda pra frente e valoriza sua gente parabéns,City that has mayor only goes ahead and values its people congratulations,1.0,0.0,Neutro
