Municipio,UF,Post/Coment,Data,Usuario,Comentarios,Polaridade,Emoji,Analise
Cachoeira do Sul,RS,Comentario,2022-08-05 21:45:29,jussaranunez,"['u2764', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'u2764', 'u2764', 'u2764']",1.7999999999999998,❤👏,Positivo
Cachoeira do Sul,RS,Comentario,2022-08-05 23:07:54,andrea_moraes2sty,"['U0001f622', 'u2764']",0.1,😢❤,Positivo
Cachoeira do Sul,RS,Comentario,2022-08-05 23:37:52,maricleidebp,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.2,👏,Positivo
Cachoeira do Sul,RS,Comentario,2022-08-05 20:46:20,bethstringuini,"['u2764', 'u2764', 'u2764', 'u2764', 'u2764', 'u2764']",1.2,❤,Positivo
Cachoeira do Sul,RS,Comentario,2022-08-05 22:27:00,guistorias,['u2764'],0.2,❤,Positivo
Cachoeira do Sul,RS,Comentario,2022-08-05 22:14:26,vivibiittencourt,['U0001f60d'],0.2,😍,Positivo
Cachoeira do Sul,RS,Comentario,2022-08-05 22:27:32,guistorias,['u2764'],0.2,❤,Positivo
Cachoeira do Sul,RS,Comentario,2022-08-03 21:48:09,magaiverdias45,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Cachoeira do Sul,RS,Comentario,2022-08-03 22:33:57,evani_silveira,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Cachoeira do Sul,RS,Comentario,2022-08-03 23:08:16,josuepuntel,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Cachoeira do Sul,RS,Comentario,2022-08-06 01:59:50,guistorias,['u2764'],0.2,❤,Positivo
Cachoeira do Sul,RS,Comentario,2022-08-02 15:52:11,compartilhando_contigo,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44d', 'U0001f3fb']",0.8,👏👍,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-14 17:45:51,flavianicunha,['u2764'],0.2,❤,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-14 18:25:07,jukirchhof,"['U0001f970', 'U0001f436', 'U0001f44f']",0.4,🐶👏,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-14 19:28:59,deboracostawagner,"['u2764', 'u2764', 'u2764', 'u2764', 'u2764', 'u2764', 'u2764', 'u2764', 'u2764']",1.7999999999999998,❤,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-14 20:27:25,dessamacedoo,"['U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d']",0.8,😍,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-14 21:26:32,izabelcdmbaptista,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-14 21:28:12,freitasfaby89,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f60d', 'U0001f436']",1.0,👏😍🐶,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-14 21:36:18,grazielazinelli,"['U0001f64f', 'U0001f3fb', 'U0001f436']",0.4,🙏🐶,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-14 22:49:01,neila_m_freitas,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-15 04:58:52,aninha_brendler,"['U0001f64f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",2.6,🙏👏,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-16 02:41:57,cidadaniaanimalcampinas,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-16 15:35:28,bethinazanenga,"['U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d']",1.5999999999999999,😍,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-13 12:05:06,rozepasqualin,"['U0001f382', 'U0001f388', 'U0001f469', 'U0001f3fb', 'U0001f3eb', 'U0001f970']",0.10000000000000003,🎂🎈👩🏫,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-08 19:45:03,elidaboeck,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-09 19:58:21,edilaveloso,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Cachoeira do Sul,RS,Comentario,2022-07-04 22:39:44,itamarluzof,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f64c']",0.8,👏🙌,Positivo
Cachoeira do Sul,RS,Comentario,2022-06-23 01:01:09,luiza_moraes19,['U0001f64c'],0.2,🙌,Positivo
Cachoeira do Sul,RS,Comentario,2022-06-08 00:55:37,andreaporto2016,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'u2764']",1.0,👏❤,Positivo
Cachoeira do Sul,RS,Comentario,2022-06-08 01:12:59,ritadecassiadornelessouza,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f60d']",0.8,👏😍,Positivo
Cachoeira do Sul,RS,Comentario,2022-06-08 10:59:27,regina.wolff.921,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'u2764', 'u2764']",1.0,👏❤,Positivo
Cachoeira do Sul,RS,Comentario,2022-06-06 20:25:17,ciprianof199,['U0001f44f'],0.2,👏,Positivo
Caeté,MG,Comentario,2022-09-20 13:44:22,giselepazzz,"['U0001f64f', 'U0001f3fd', 'U0001f64c', 'U0001f3fe']",0.4,🙏🙌,Positivo
Caeté,MG,Comentario,2022-09-20 00:21:51,alexsandraperuch,"['U0001f69c', 'U0001f44f', 'U0001f3fc', 'U0001f44f', 'U0001f3fc']",0.6000000000000001,🚜👏,Positivo
Caeté,MG,Comentario,2022-09-20 00:37:55,darlancorradipa,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-20 00:19:48,silvaniadores,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f60d', 'U0001f60d', 'U0001f60d']",1.4,👏😍,Positivo
Caeté,MG,Comentario,2022-09-20 01:25:32,joao851bass,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.5999999999999999,👏,Positivo
Caeté,MG,Comentario,2022-09-20 13:27:23,dineia_santos,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f49a', 'U0001f49a', 'U0001f49a']",1.2,👏💚,Positivo
Caeté,MG,Comentario,2022-09-20 00:53:58,jhonatajunior.adv,"['U0001f680', 'u2705']",0.4,🚀✅,Positivo
Caeté,MG,Comentario,2022-09-20 00:20:56,_pedroconceicao_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-20 00:33:34,marcelogarabini,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-09-20 15:42:47,djaneandrade4.0,['U0001f64c'],0.2,🙌,Positivo
Caeté,MG,Comentario,2022-09-15 15:07:53,silvaniadores,"['U0001f60d', 'U0001f60d']",0.4,😍,Positivo
Caeté,MG,Comentario,2022-09-15 15:50:09,luluka_tavares,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.2,👏,Positivo
Caeté,MG,Comentario,2022-09-17 17:13:18,restauranterpg,"['u2764', 'u2764', 'u2764', 'U0001f60d', 'U0001f60d']",1.0,❤😍,Positivo
Caeté,MG,Comentario,2022-09-14 22:35:41,chaatitudedalu,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-14 22:06:28,luluka_tavares,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-09-14 21:01:42,simssantiago,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f49a']",1.0,👏💚,Positivo
Caeté,MG,Comentario,2022-09-15 23:30:28,suelifariadiniz,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-15 01:10:32,priscilamarques1911,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-14 21:07:15,julianasoares569,"['U0001f44f', 'U0001f44f', 'u2764']",0.6000000000000001,👏❤,Positivo
Caeté,MG,Comentario,2022-09-14 21:20:31,lualcantarasousa,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-09-14 22:15:53,sena.carmem,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-14 22:23:36,ju_rochaa,['U0001f60d'],0.2,😍,Positivo
Caeté,MG,Comentario,2022-09-14 21:09:05,giseleagsvieira,['u2764'],0.2,❤,Positivo
Caeté,MG,Comentario,2022-09-14 21:26:01,silvaniadores,['U0001f44f'],0.2,👏,Positivo
Caeté,MG,Comentario,2022-09-14 21:22:58,bruno_rodrigues500,"['U0001f525', 'U0001f525', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.4,🔥👏,Positivo
Caeté,MG,Comentario,2022-09-15 11:30:03,zezelins1,"['U0001f44f', 'U0001f3fb', 'U0001f44f', 'U0001f3fb', 'U0001f44f', 'U0001f3fb', 'U0001f44f', 'U0001f3fb', 'U0001f44f', 'U0001f3fb', 'U0001f60d', 'U0001f970']",1.2,👏😍,Positivo
Caeté,MG,Comentario,2022-09-14 23:41:00,kellen_pry,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-14 22:53:28,sara.pessoa.102,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-14 22:58:50,sara.pessoa.102,"['U0001f60d', 'U0001f680']",0.4,😍🚀,Positivo
Caeté,MG,Comentario,2022-09-14 23:01:06,catarina.fogaca.1,"['U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d']",0.8,😍,Positivo
Caeté,MG,Comentario,2022-09-15 10:09:43,ednaslana,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-14 22:52:59,alexsandraperuch,"['U0001f44f', 'U0001f3fc', 'U0001f44f', 'U0001f3fc', 'U0001f49c', 'u2764', 'U0001f49a']",1.0,👏💜❤💚,Positivo
Caeté,MG,Comentario,2022-09-15 02:32:09,luiz.pessoa.96742,"['U0001f60d', 'U0001f64c']",0.4,😍🙌,Positivo
Caeté,MG,Comentario,2022-09-16 01:35:59,vilelacirlene,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-14 22:21:26,lorena.muzzi,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-14 21:38:05,rose.adiaz,['U0001f60d'],0.2,😍,Positivo
Caeté,MG,Comentario,2022-09-14 21:15:45,flaviaa_zacarias,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f60d']",1.2,👏😍,Positivo
Caeté,MG,Comentario,2022-09-14 21:10:33,anapaularsaa,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-15 13:39:35,patriciahelenada_silva,['u2764'],0.2,❤,Positivo
Caeté,MG,Comentario,2022-09-13 11:20:15,paola.moreira.25,['U0001f440'],-0.1,👀,Negativo
Caeté,MG,Comentario,2022-09-13 13:19:08,vandadefatimavanda,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-09-13 13:42:20,to_rugo,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.4,👏,Positivo
Caeté,MG,Comentario,2022-09-12 19:45:51,historiartebordados,['U0001f60d'],0.2,😍,Positivo
Caeté,MG,Comentario,2022-09-13 01:14:08,figueredo6345,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-09-13 09:02:22,regina.maraa,"['U0001f60d', 'U0001f60d', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.9999999999999998,😍👏,Positivo
Caeté,MG,Comentario,2022-09-05 20:36:17,rapha_olisilva,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-09-05 22:28:26,polianadb,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-09-05 22:38:27,anamariadesotti,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.4,👏,Positivo
Caeté,MG,Comentario,2022-09-06 01:11:36,ionemabo,['u2764'],0.2,❤,Positivo
Caeté,MG,Comentario,2022-09-07 11:57:20,kregina_,"['U0001f44f', 'U0001f3fd', 'U0001f44f', 'U0001f3fd', 'U0001f44f', 'U0001f3fd']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-09-19 10:23:55,oswaldinho_zanon,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-05 12:39:19,maurapersantos,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-05 13:00:13,darlancorradipa,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Caeté,MG,Comentario,2022-09-05 13:17:58,heleninha135,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-05 13:52:41,alexsandraperuch,"['U0001f44f', 'U0001f3fc', 'U0001f44f', 'U0001f3fc']",0.4,👏,Positivo
Caeté,MG,Comentario,2022-09-05 16:09:59,vandadefatimavanda,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-06 00:04:25,priscilamarques1911,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-04 15:24:03,alexsandraperuch,"['U0001f1e7\\\\U0001f1f7', 'U0001f49a']",0.2,💚,Positivo
Caeté,MG,Comentario,2022-09-04 15:20:00,ericasena4,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f1e7\\\\U0001f1f7']",1.2,👏,Positivo
Caeté,MG,Comentario,2022-09-04 15:59:21,ednaslana,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-05 19:06:51,aparecid473,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-04 19:12:55,vilelacirlene,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-05 11:20:30,octavio55_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-04 21:38:49,marilacluizadesouza,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-04 20:33:57,lourdesfduarte53,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-04 16:11:58,heleninha135,['u2764'],0.2,❤,Positivo
Caeté,MG,Comentario,2022-09-04 17:11:00,lilamodascaete,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-09-04 16:34:55,myrnarochelle,['u2764'],0.2,❤,Positivo
Caeté,MG,Comentario,2022-09-02 21:01:13,ericasena4,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.5999999999999999,👏,Positivo
Caeté,MG,Comentario,2022-09-02 19:20:03,cantinadasobriedade,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-02 15:51:42,maurapersantos,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-02 22:58:26,sara.pessoa.102,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-02 21:00:05,venadesvanderlucia,"['u2764', 'U0001f44f', 'U0001f60d']",0.6000000000000001,❤👏😍,Positivo
Caeté,MG,Comentario,2022-09-04 19:25:24,vilelacirlene,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-02 16:07:11,anamariadesotti,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.4,👏,Positivo
Caeté,MG,Comentario,2022-09-05 11:20:37,octavio55_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-02 15:45:54,rapha_olisilva,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-09-02 16:33:02,mocadoscartoes,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-09-02 14:17:34,psicologa_ana_maria_moreira,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-03 10:44:54,figueredo6345,['U0001f64c'],0.2,🙌,Positivo
Caeté,MG,Comentario,2022-09-02 21:41:51,lariissaruas,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.2,👏,Positivo
Caeté,MG,Comentario,2022-09-01 22:49:19,1simonesouza,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-09-01 20:22:28,markorelio,"['U0001f60d', 'U0001f60d', 'U0001f60d']",0.6000000000000001,😍,Positivo
Caeté,MG,Comentario,2022-09-01 20:41:14,kellen_pry,"['u2764', 'u2764', 'U0001f60d', 'U0001f60d']",0.8,❤😍,Positivo
Caeté,MG,Comentario,2022-09-01 22:02:45,vandadefatimavanda,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'u2764', 'u2764']",1.4,👏❤,Positivo
Caeté,MG,Comentario,2022-09-02 15:05:16,ionemabo,['u2764'],0.2,❤,Positivo
Caeté,MG,Comentario,2022-09-01 22:58:37,octavio55_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-09-01 21:22:49,myrnarochelle,['u2764'],0.2,❤,Positivo
Caeté,MG,Comentario,2022-09-01 20:23:08,erickfernandes625,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-02 09:24:56,fabiana.pereira.75,"['U0001f44f', 'U0001f3fe', 'U0001f44f', 'U0001f3fe', 'U0001f44f', 'U0001f3fe', 'U0001f44f', 'U0001f3fe', 'U0001f44f', 'U0001f3fe']",1.0,👏,Positivo
Caeté,MG,Comentario,2022-09-04 11:30:38,vaniassa7,['u2764'],0.2,❤,Positivo
Caeté,MG,Comentario,2022-09-01 21:02:06,alexsandraperuch,['U0001f49a'],0.2,💚,Positivo
Caeté,MG,Comentario,2022-09-01 21:39:47,joao851bass,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-08-29 17:34:25,flavianeirce,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Caeté,MG,Comentario,2022-08-29 17:47:49,lualcantarasousa,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-08-29 17:45:15,jacqueline_gurgel_,['U0001f44f'],0.2,👏,Positivo
Caeté,MG,Comentario,2022-08-29 17:15:02,julianasoares569,"['U0001f60d', 'u2764', 'U0001f44f']",0.6000000000000001,😍❤👏,Positivo
Caeté,MG,Comentario,2022-08-29 17:41:25,sjconstrucoes,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-08-29 17:27:23,dricapiria,"['u2764', 'u2764', 'u2764', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.4,❤👏,Positivo
Caeté,MG,Comentario,2022-08-29 17:28:39,alexsandraperuch,"['U0001f929', 'U0001f3b6', 'U0001f3b6', 'U0001f31f', 'U0001f44f', 'U0001f3fc', 'U0001f44f', 'U0001f3fc']",1.0,🎶🌟👏,Positivo
Caeté,MG,Comentario,2022-08-29 17:33:09,aagnessilva,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-08-29 19:04:57,carlamontalvao,"['U0001f60d', 'U0001f64c']",0.4,😍🙌,Positivo
Caeté,MG,Comentario,2022-08-29 17:28:50,sara.pessoa.102,"['U0001f60d', 'U0001f44f']",0.4,😍👏,Positivo
Caeté,MG,Comentario,2022-08-29 23:53:33,ericasena4,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d']",3.2000000000000006,👏😍,Positivo
Caeté,MG,Comentario,2022-08-29 21:27:50,brendazm,"['u2728', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,✨👏,Positivo
Caeté,MG,Comentario,2022-08-30 00:10:13,carol.crav,['u2764'],0.2,❤,Positivo
Caeté,MG,Comentario,2022-08-29 20:25:20,eliasvitor.jesus,"['U0001f44f', 'U0001f3fe', 'U0001f44f', 'U0001f3fe', 'U0001f44f', 'U0001f3fe']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-08-29 21:16:55,iconpabloo,"['U0001f60a', 'U0001f31f', 'u2764']",0.6000000000000001,😊🌟❤,Positivo
Caeté,MG,Comentario,2022-08-29 22:40:04,dricmrodrigues,"['u2764', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,❤👏,Positivo
Caeté,MG,Comentario,2022-08-30 22:06:40,andreia.san50,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f60d']",1.2,👏😍,Positivo
Caeté,MG,Comentario,2022-08-29 20:14:49,neideduarte6065,"['U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60a', 'U0001f917', 'U0001f917', 'U0001f44f', 'U0001f3fb', 'U0001f44f', 'U0001f3fb', 'U0001f44f', 'U0001f3fb']",1.4,😍😊👏,Positivo
Caeté,MG,Comentario,2022-08-29 16:34:07,cunhaleonardodelfino,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-08-29 10:21:23,thahmiquilino,['U0001f44f'],0.2,👏,Positivo
Caeté,MG,Comentario,2022-08-29 15:40:29,piedadeneves,"['u2764', 'u2764', 'u2764', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.4,❤👏,Positivo
Caeté,MG,Comentario,2022-08-29 02:49:41,sara.pessoa.102,"['U0001f60d', 'U0001f60d', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,😍👏,Positivo
Caeté,MG,Comentario,2022-08-29 02:06:00,andreiacoelhofotografia,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-08-29 00:37:50,magali_ornelas_rabelo,"['U0001f64c', 'U0001f44f']",0.4,🙌👏,Positivo
Caeté,MG,Comentario,2022-08-29 02:33:22,eloisaantoniarosa,"['U0001f44f', 'U0001f3fb', 'U0001f44f', 'U0001f3fb', 'U0001f44f', 'U0001f3fb']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-08-29 02:50:33,sara.pessoa.102,"['U0001f60d', 'U0001f60d']",0.4,😍,Positivo
Caeté,MG,Comentario,2022-08-29 01:53:47,claudiamsantos43,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Caeté,MG,Comentario,2022-08-29 10:58:20,ranalemarapeixoto,"['U0001f64c', 'U0001f64c', 'U0001f64c']",0.6000000000000001,🙌,Positivo
Caeté,MG,Comentario,2022-08-28 23:40:57,celinhadmartins,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.2,👏,Positivo
Caeté,MG,Comentario,2022-08-29 10:33:04,ceci_santts,"['U0001f44f', 'u2764', 'U0001f64c']",0.6000000000000001,👏❤🙌,Positivo
Caeté,MG,Comentario,2022-08-29 11:56:30,lourdesfduarte53,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Caeté,MG,Comentario,2022-08-28 21:39:32,anitademelo,"['u2764', 'u2764', 'u2764', 'u2764']",0.8,❤,Positivo
Caeté,MG,Comentario,2022-08-28 23:58:22,sussanelaynepeixoto,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f602']",1.2,👏😂,Positivo
Caeté,MG,Comentario,2022-08-29 00:28:34,iconpabloo,"['U0001f31f', 'U0001f31f', 'U0001f31f', 'U0001f31f', 'U0001f31f']",1.0,🌟,Positivo
Caeté,MG,Comentario,2022-08-28 22:21:07,jaquelinefranco2,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
